path,class,domain,multiplicity,folder,width,height,phash
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1169.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6c98c739926369c6cd3992c332c64d36d8c9b6dce7324869c8dc33369e69999
data/Unhealthy Single Tamarind/UnhealthySingleTamarind117.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,f41e3b1f8b61c5e160f0387c9e1ec79ee3c390e126703b1f998fc6c16370b1b0
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1170.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b4c38e48d93731f366cccc199926e61c64d93966cb4e269bbc33d4cc63984d33
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1171.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a49ec3c19b6c3482c7c99a3cb3c66d9b1a6fe0cc3d198e6768cccf99926225c6
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1172.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b689c03e9b116659cb669b31e4cd0f36f0369dcdc33b6ce2834db73944f21b04
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1173.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b664c7c5999b3663e6cd9936a3c3658c1b2660c33d9c976034cb4ccc5b789723
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1174.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a64ccc3399b332cc64f099ee9b19669b30e5db0c6113cc41936c26e7cd995b6e
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1175.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a648cce699b1666dcce699999b2966463348d9b3649364ce9b2766c9cd9b3324
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1176.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a66d999c99b3666dcccc993362cc666633339999664e67139b2464d94d939326
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1177.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6c89933993666cc99999b36669664cc2736991966c8e7269b6d649b69b6926c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1178.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a493db66936464999b329b64532c649b6c6d9b326492e76d925b6db26924b6c9
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1179.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3138c64cc6439d9cccc73363319a2733323ccccce78ccd99ce6333e331cb319
data/Unhealthy Single Tamarind/UnhealthySingleTamarind118.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,f41f3b0f8b60c5f060f0986c9e0f6787d1c9f678623c199e9cc36e61c306f187
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1180.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3338ccccce439938ccc77363339a2733326d8cccc798cd998c6333e7338b251
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1181.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3328c99cccc29d389cc662c7333aa733326d8cccc69ccd998ce332e7338b273
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1182.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3368c93cccd29c68999666c7333a9663366d998ccc98cf399cc366c63317233
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1183.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3649d33ccc9b98e9999666972262ae6266c7999ccd1ccf39998264c26317733
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1184.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a66d9c33c99b33ac9933e449666662cc264db133c9c399e69999665966636366
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1185.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6699d92d992732c993226cb666c6cd92659993299ee99265999666b6666ab4c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1186.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a4d2992d993576499b64649a669b59b6326c9b6d9d996236649664c99333a9b3
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1187.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,edb59252936b648da6db6db4b6d69b49929b9b6a6da464c94932925a936d0d80
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1188.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,edb39696924c6d2924926b4a94a5da5a8d2564946cdb90a59b6ab4ad6cd96dab
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1189.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,ad93b69a926c6924a4935a5a992dd2b46c5aa4a95ad6992e5a9564da34a9db76
data/Unhealthy Single Tamarind/UnhealthySingleTamarind119.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,ec3c30789e5bcf876183b0c39c7c4f3c9396ccc06661b32139876cc39e39cf1c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1190.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a893b5df926c6926a493d2d9896cb5a662d3a54bdaa48b5424ca6695a95edb2a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1191.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a889b55993664922a599d6c9cb66ad365699aa4995265ab6ae5a74e98ab59956
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1192.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,aeaeb554933949bb24d496445b68ad93749b724ca966d5b3ca99a54c56258ab5
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1193.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a621b77299cc498c24d9b6725b23ad9d94cc5266ab2395b15ad8ad4e752372b5
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1194.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a38cb15d99734ce22465b35b5b98ad9c84e65a63a931359c5adea945846d4eb6
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1195.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a286b1cd99594c322675b348598eadc5d6624a79a53d549a7ad3bd4d54a4ce56
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1196.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a2c3b1c5996e4e3ab6351b2a69c4b4c3426bcf3494be5adab95d14a46e52a671
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1197.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a39db39ec8ec6c73b6735b0d359ed2cbcf6584b44a13310b12846c4a8665ceb9
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1198.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6139339c9cc6cc6b2676930b498ca49ccad96d6692933b27bd8ada99a52cd27
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1199.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6639b33899864ccb36669b236dbd96d4c96924c61323213db6dcccc9acc7335
data/Unhealthy Single Tamarind/UnhealthySingleTamarind12.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e6c9936699326c9b9949664b66648e6964c6936663339993a999339c9bcc6ccd
data/Unhealthy Single Tamarind/UnhealthySingleTamarind120.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,e32db29a9c70cc2567da33879965ce79c43098c772633332999cccde4663d361
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1200.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6669b26999966c933666db264c999246c9b366d332664d39b6dcd9826d93326
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1201.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a64c9b26999364d97664d33664d99b34899366c93364649276c999b7cd993666
data/Unhealthy Single Tamarind/UnhealthySingleTamarind1202.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a64cbb6499b36c9b6664d36664c993649933cc9b9b64c72666cd726499929999
data/Unhealthy Single Tamarind/UnhealthySingleTamarind121.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2d3cc4ccb2d319249b6324d6ccccda4699bd933336d9a46665264d8cdb67325
data/Unhealthy Single Tamarind/UnhealthySingleTamarind122.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2dbcc4ccb2d319249b6326d6ccccda479999933336d9c4266d26cd8cdb63324
data/Unhealthy Single Tamarind/UnhealthySingleTamarind123.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2dbcc6ccb2c319249b6326d6ccccdb47999d933336d9c4266d264d8cdb23324
data/Unhealthy Single Tamarind/UnhealthySingleTamarind124.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2dbcc4ccb2d319249b6326d6ccccda4799b9933336d8c4266d26c98cdb63325
data/Unhealthy Single Tamarind/UnhealthySingleTamarind125.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2dbcd6ccb2d319249b6326d6ccccdb479999933336d9c4266d26498cdb23324
data/Unhealthy Single Tamarind/UnhealthySingleTamarind126.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2cbcd6ccb2c31934996326d64cccdb46999d933336d9a4e465264d8cdb27334
data/Unhealthy Single Tamarind/UnhealthySingleTamarind127.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2c9cd66cf2630d95c9b33243664c4b6649ecc99db349b259b33324d4cc9679a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind128.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b497cecdcb6d31b69925364ba4cacd29699a9b32324b9a4666dc2c9a653169a5
data/Unhealthy Single Tamarind/UnhealthySingleTamarind129.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b4d1ce4dcb2d34b2966b26cbcd863b149a53926564c4cd9d69a9db2b326a94d2
data/Unhealthy Single Tamarind/UnhealthySingleTamarind13.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e527d252994c6db126d2336d49359c92cc4fc649b365733632939929ccd9ccec
data/Unhealthy Single Tamarind/UnhealthySingleTamarind130.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b248cd32c99934d9c7246ce9cd9b3378c67224c6cc8d9b2c866b66caccd6d9b4
data/Unhealthy Single Tamarind/UnhealthySingleTamarind131.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b23ccd93c0c43a6dc39b64e4cc8631b6c6392665cccbb99b267466668ccf9999
data/Unhealthy Single Tamarind/UnhealthySingleTamarind132.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b264cc9bcf8330668d99638cce66319b39ccc7393263ccc331cc5e5c63338ce7
data/Unhealthy Single Tamarind/UnhealthySingleTamarind133.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b34d8d32cc3632cd99b3c73924ce98667399d999666724e6998c72998d332666
data/Unhealthy Single Tamarind/UnhealthySingleTamarind134.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3c99d36cc6322c9998ccf3966db98667318c998866d6673999666cca9907666
data/Unhealthy Single Tamarind/UnhealthySingleTamarind135.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2cf8da6ce38325919e6cd0666989b643273cd9bcccc663199928ccd26679b36
data/Unhealthy Single Tamarind/UnhealthySingleTamarind136.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b27c8d3ec58332c13838cd3c66cd31e719266599cccdc664339399d1ce6cc63e
data/Unhealthy Single Tamarind/UnhealthySingleTamarind137.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b6419fe0c1b6727f380f9d82c7c064c8987e333f39d98ce8c764633318bb3c0d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind138.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b6df997fc926e6003ec01ff4c1ff60dfc44dc32433b01c9a8c0ce26ce072d333
data/Unhealthy Single Tamarind/UnhealthySingleTamarind139.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b6929809c925e7923ffb1bff902d6802cc00e64833fc1936199be4dfe06fc665
data/Unhealthy Single Tamarind/UnhealthySingleTamarind14.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,ef66e6a79299d958492c24a536537b5399298dacccb4ccb298db72c921ac3336
data/Unhealthy Single Tamarind/UnhealthySingleTamarind140.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,adef92ffc0106d003fa093f6617fc92fc68436401a7881a5e190d6da364f3b6f
data/Unhealthy Single Tamarind/UnhealthySingleTamarind141.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a85e962d97a569d23078943ccb1ed9c725e166d0921ecd6a4db53097385aca7d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind142.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,eb15958894e26a7767319588d88c6a46b5626da9d695935a497264adb6b4db9a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind143.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,ea9bb5d393644aac64d9b55b5aaa2d542b5555abb4994a546966a5a25299955a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind144.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,ec9495aa932c6a5524cb959348b5b76c6b6c34b996d24b56a52c8a4d16d596db
data/Unhealthy Single Tamarind/UnhealthySingleTamarind145.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b1c7ce59ce3839a64cc9336c99b2c72664ccccdb319958c86336933376668dcc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind146.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3cece79ce38b1865cc3324cb9b6c62666cccccb339958c963329333566689cc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind147.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3cccc71cc31b19e59c772493336ce26664dcccc663331994ec9333396664e66
data/Unhealthy Single Tamarind/UnhealthySingleTamarind148.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b38c9847cc73a738d98c64cb3336db26666c98ccccc9339159996673b3365646
data/Unhealthy Single Tamarind/UnhealthySingleTamarind149.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b31999cdcce6a6331319699e26669b644ccc6c99999966cb33334d93a6669366
data/Unhealthy Single Tamarind/UnhealthySingleTamarind15.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,a6dbac9b99b29366366dccc925b26664cccc99139b3299b63666a64c99996332
data/Unhealthy Single Tamarind/UnhealthySingleTamarind150.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6339949c8cca466333b799a26669a65cccc649b999b64d93333d9362e6c936c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind151.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a6739319d98cace63333739964e49266c9996d98931b233966669b264dccb64d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind152.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a662b372998ceccd265333336dad864c9a666db92498924a6d239636db266dd9
data/Unhealthy Single Tamarind/UnhealthySingleTamarind153.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a633b27399e44dcc66dbb3334933cccc96664932699996cdca66493295b954cc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind154.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a61bb23999e4cdce66dab23959314dd996e693326992a4c9966c4b36c99394c9
data/Unhealthy Single Tamarind/UnhealthySingleTamarind155.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a30cb38c9877cc73664b331d998c4dce8667933969986cce96655b33499b94cc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind156.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b30ccce6ccf3331879862463c733cccc66cdb933cd33666c89c476623b198d39
data/Unhealthy Single Tamarind/UnhealthySingleTamarind157.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b31999e6cce33339798c2cc6c666c98c64d99b33cc7646c999cc66661b338c66
data/Unhealthy Single Tamarind/UnhealthySingleTamarind158.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b31999e6cce33339798c2cc6c667c98c64d99333cc7666c999cc76641b338c62
data/Unhealthy Single Tamarind/UnhealthySingleTamarind159.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b33999e6ccc33739798c2cc6c667c98c64d99337cc7664c999cc66441b338ce2
data/Unhealthy Single Tamarind/UnhealthySingleTamarind16.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,ad2de9299b29924d36da9c95992566636c926db6672499319b65666d6c9b9192
data/Unhealthy Single Tamarind/UnhealthySingleTamarind160.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b31989e6ccf33339798c2cc2c666c9cc64c99b33cc7666c999cc76661b338c62
data/Unhealthy Single Tamarind/UnhealthySingleTamarind161.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b31c8de6ccf33319798c2cc3c672c9cc64c99b33cc7666c999cc76661b198c62
data/Unhealthy Single Tamarind/UnhealthySingleTamarind162.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b30c8ce6ccf33319798e6673c732cccc64c99b33cc7646cd89cc36229b198c73
data/Unhealthy Single Tamarind/UnhealthySingleTamarind163.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b1e3cc31c70c31f31c73678cc1872e71313cc9c76667991c747939e38cc67319
data/Unhealthy Single Tamarind/UnhealthySingleTamarind164.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b80cc619c3e338ce8e1c6370c8f8270f39e3cc38730c9dc3267cdb1fe741b1dc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind165.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,bfe0c718e00f38478ff0e37878038e8733f9dc1b678631e18c39278fd1e17078
data/Unhealthy Single Tamarind/UnhealthySingleTamarind166.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,be809f41c07c709c1c0cce0363f399ec8e1f678698edcc39679e91c73c734f18
data/Unhealthy Single Tamarind/UnhealthySingleTamarind167.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b0f19871ce4ce70e332699f24cf16639938b98e66c7133189b9c6ce6c6739619
data/Unhealthy Single Tamarind/UnhealthySingleTamarind168.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b386998ecc79e6713333198e8cc66630d33899cc64e633739b196c8c64e69b73
data/Unhealthy Single Tamarind/UnhealthySingleTamarind169.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3339999cccca6e6733339988cce4667d932399c664c9333d93324cc364cd933
data/Unhealthy Single Tamarind/UnhealthySingleTamarind17.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,ed44c9549b50b6d624958db9916ab6524db665a464ad99bb9b6a72496d996d24
data/Unhealthy Single Tamarind/UnhealthySingleTamarind170.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b26399b3c898a6cd63333b339ccc4eee93333399664cda66899364cd62259933
data/Unhealthy Single Tamarind/UnhealthySingleTamarind171.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3336a2e8cccd98e63333731d8cc4cee333395096666a533dc9989cc27663333
data/Unhealthy Single Tamarind/UnhealthySingleTamarind172.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b33163328ccedccc73393333cce68ccc3199a66627663633c98ccccc62737333
data/Unhealthy Single Tamarind/UnhealthySingleTamarind173.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b3386336cce6cccc33987333ce679ccc999cc73366637328998cccd307313316
data/Unhealthy Single Tamarind/UnhealthySingleTamarind174.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b30c7331cc73cd8c338c6733c66399cc199c6631663438ce998fcb3833397667
data/Unhealthy Single Tamarind/UnhealthySingleTamarind175.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b2e7763ccd1838c3331cc63898e3399c67382ce3998ed39c66716c73c9c6998c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind176.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b0e1471ec9b630e1671fdce0398c671d0c61998c63196c73d9e7999cc7337463
data/Unhealthy Single Tamarind/UnhealthySingleTamarind177.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a0e14f1e98e125b7ce1c99c3673f4ce1931b63644ccd309393384e67759c9733
data/Unhealthy Single Tamarind/UnhealthySingleTamarind178.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a9e1c61e90e16176ce1f91b1674e48d1953eb3644e196de6b339d6c669d88913
data/Unhealthy Single Tamarind/UnhealthySingleTamarind179.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,bc7c6383cb43187c339967609c6e99c9b1b867066e6334f9998e9b306a716cc3
data/Unhealthy Single Tamarind/UnhealthySingleTamarind18.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,ea6bcaaa92aab6b2258a8ddcb29591b5a52d65698daab125b6d39dca2568a929
data/Unhealthy Single Tamarind/UnhealthySingleTamarind180.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,bc1930f9c1e2c70f8e0f1c3870fc396137c3e34fcc1ece38c6f09c1338e731f0
data/Unhealthy Single Tamarind/UnhealthySingleTamarind181.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,bc3c7cdcc1e0c3e38e079e0ee0fc38f83e45c1e3b0f8310ee383c7310e395ce3
data/Unhealthy Single Tamarind/UnhealthySingleTamarind182.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,b8f179f3c71ec70e58e48673733139c91ce4c18c7389c731c630334714779e71
data/Unhealthy Single Tamarind/UnhealthySingleTamarind183.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,e9e769e49619961939ac69e56b638718869e3cee38e76363c710c48e3c8d1876
data/Unhealthy Single Tamarind/UnhealthySingleTamarind184.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,e9f669e696189619389c79e56971c708869c1cef38f32b71c700c48e3c8f3877
data/Unhealthy Single Tamarind/UnhealthySingleTamarind185.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,e6284eabd8839154b75c2655adb3c9b2336c5668597a4b774ecc569993b1a126
data/Unhealthy Single Tamarind/UnhealthySingleTamarind186.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,f96d6b69c71398d630d4a7314f2b48ce48d84eb17187913c9e72b6c326dc4c9c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind187.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,fc1924dbc3e69b241e2430ff63db67990c31786793c698cc98d09f9f633c6070
data/Unhealthy Single Tamarind/UnhealthySingleTamarind188.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,fc316db6c3cc9e4b184b31ff67944f201c73f0cf978899889925471e667868c3
data/Unhealthy Single Tamarind/UnhealthySingleTamarind189.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e7291cd298d7232d66db98e2532d35d92d734b9692cc662345b3194c6b599297
data/Unhealthy Single Tamarind/UnhealthySingleTamarind19.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,eba3caaa9ae9b6eba51a9853849735b425299d4a9926a5ac25b9cc623368776c
data/Unhealthy Single Tamarind/UnhealthySingleTamarind190.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e72d1cda98d3632d66db98e2512c25592d735ace96cc6633ddcb294c8a1194a7
data/Unhealthy Single Tamarind/UnhealthySingleTamarind191.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e7351ccb98cb23246659d8f351a435592d335ace92cc6731ddc939468a1996b7
data/Unhealthy Single Tamarind/UnhealthySingleTamarind192.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e7161c4d9c692396624ddc395186374d2d199ae692e66798dce729638a5c96b3
data/Unhealthy Single Tamarind/UnhealthySingleTamarind193.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e59b1c648c2921924f64cc9c30f3b72c2d9c9ae3779e679c9c63298f8a4c74b9
data/Unhealthy Single Tamarind/UnhealthySingleTamarind194.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b6c1c93ec8d83741c0372fd83007c9f2ce0a3c5f91f8c6873e6870b6cdcb3635
data/Unhealthy Single Tamarind/UnhealthySingleTamarind195.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b6c1c93ec8983fc1c1370fd8320fc1f3cf88360f39f8c2970f4b3234e993866d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind196.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b6c1c93ec8983f41c13f0fd8320fc1f3cf88360f39f8c2970f4b3274e993864d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind197.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b6c1c93ec8983f41c13f0fd8320fc1f3cf80361f39f0c2970f4b32f4e9938669
data/Unhealthy Single Tamarind/UnhealthySingleTamarind198.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b6c1c93ec8983f41c13f0fc8320fc1f3cf80361f39f0c2972f4b32f0e993866d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind199.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b641c97ec8993e41c13e0fc0322fc1f3cf80367f39e0c7972c4b32e0e9938e6d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind2.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,810,1080,a69b9924d964649b53b2334c6619996698643999cccc666ddb65673263339bdc
data/Unhealthy Single Tamarind/UnhealthySingleTamarind20.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,cd92c4d2b264a9644d9b4c9bb24589645b7ab689ac954d544ab696edb55aad5a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind200.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b60dc9f6c8983e41c17e4e81304dc1f7cd81367e39e0c39f6e1e31e0f196cd0d
data/Unhealthy Single Tamarind/UnhealthySingleTamarind201.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,b60f49f0c990364fc1f0cc9b3c0dd3f0cd839c7c31e0c187c6583c6db3c7cd9a
data/Unhealthy Single Tamarind/UnhealthySingleTamarind202.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,a2e15f0ec9be32c1c71ecc3030c1630ecc323cf1330ecf388cf372cf733ccd33
data/Unhealthy Single Tamarind/UnhealthySingleTamarind203.jpg,unhealthy,mixed,single,Unhealthy Single Tamarind,1440,1080,e76322a595ccda554d222695995c598c32d7b1735ca98ed4c66ae235d31ab58b
